26,70,1
36,53,0
32,39,0
36,22,1
21,64,1
56,34,1
40,55,0
57,31,1
56,39,1
55,42,1
35,38,0
59,57,1
22,78,1
33,47,0
31,56,1
59,41,1
41,72,1
29,72,1
34,49,0
45,57,1
43,34,1
24,30,1
39,60,1
60,23,1
36,58,1
47,45,1
44,49,0
45,71,1
34,47,0
45,52,0
51,38,1
23,63,1
49,67,1
55,35,1
41,31,1
24,54,0
38,58,1
32,78,1
29,33,1
56,47,1
23,31,1
21,50,0
47,22,1
26,64,1
60,50,1
24,34,1
42,76,1
57,34,1
45,50,0
57,31,1
33,40,0
58,45,1
57,74,1
53,67,1
28,65,1
41,37,0
42,76,1
49,38,1
56,58,1
59,34,1
59,32,1
42,20,1
21,44,0
56,38,1
41,62,1
21,21,1
45,78,1
31,76,1
22,26,1
54,49,1
32,47,0
36,66,1
59,34,1
43,76,1
50,33,1
48,47,1
33,21,1
30,47,0
56,53,1
55,66,1
23,68,1
33,45,0
24,63,1
60,43,1
58,61,1
44,47,0
54,45,1
22,67,1
36,25,1
25,76,1
22,34,1
22,33,1
37,76,1
23,68,1
21,23,1
29,38,0
54,64,1
27,51,0
30,62,1
28,29,1
24,56,1
34,67,1
33,69,1
52,30,1
52,69,1
60,73,1
53,71,1
49,48,1
36,35,0
30,66,1
43,50,0
35,35,0
33,39,0
54,29,1
31,76,1
30,23,1
37,48,0
47,28,1
54,20,1
39,71,1
58,24,1
54,75,1
20,61,1
35,53,0
37,69,1
30,26,1
31,26,1
23,20,1
25,54,0
39,20,1
23,60,1
36,29,1
49,61,1
21,37,0
31,54,0
57,64,1
59,48,1
27,51,0
29,70,1
23,31,1
21,77,1
53,49,1
35,57,1
48,31,1
53,50,1
53,72,1
57,75,1
48,62,1
53,32,1
59,27,1
24,41,0
49,27,1
35,27,1
48,47,1
60,67,1
35,61,1
46,44,1
46,44,1
28,75,1
50,64,1
26,33,1
30,28,1
58,24,1
29,53,0
51,36,1
24,59,1
21,32,1
32,33,1
29,72,1
31,38,0
22,63,1
22,36,0
55,22,1
38,46,0
39,47,0
36,20,1
27,56,1
28,30,1
23,53,0
45,57,1
25,57,1
39,62,1
22,35,0
30,28,1
53,41,1
23,38,0
21,38,0
34,55,0
46,68,1
27,50,0
35,34,1
59,79,1
31,49,0
53,39,1
49,74,1
54,73,1
27,26,1
45,30,1
55,53,1
38,29,1
40,73,1
32,60,1
21,76,1
21,23,1
42,27,1
32,77,1
23,23,1
54,50,1
47,49,1
25,79,1
50,25,1
20,75,1
40,74,1
30,55,0
37,73,1
57,30,1
28,74,1
42,21,1
50,75,1
29,26,1
21,75,1
28,55,0
56,41,1
36,74,1
28,62,1
52,73,1
58,56,1
30,79,1
22,62,1
53,41,1
37,34,1
46,49,1
51,43,1
47,64,1
29,72,1
40,42,0
40,43,0
47,30,1
31,58,1
44,68,1
36,63,1
60,45,1
60,69,1
30,37,0
52,38,1
28,48,0
47,21,1
38,54,0
36,25,1
53,43,1
47,36,1
45,70,1
54,35,1
28,70,1
44,71,1
22,51,0
43,79,1
35,61,1
47,21,1
32,31,1
56,67,1
57,62,1
50,57,1
29,44,0
35,29,1
44,68,1
51,66,1
26,50,0
29,60,1
20,34,1
21,32,1
34,62,1
40,22,1
48,65,1
21,50,0
57,35,1
32,39,0
55,72,1
45,42,0
58,29,1
22,52,0
50,39,1
22,35,0
41,45,0
60,45,1
45,56,1
48,39,1
32,25,1
41,65,1
50,45,1
56,47,1
41,44,0
29,28,1
30,29,1
46,59,1
59,60,1
36,50,0
34,65,1
55,54,1
49,64,1
58,77,1
50,67,1
23,24,1
55,31,1
29,34,1
51,22,1
47,33,1
24,44,0
21,26,1
55,64,1
27,22,1
40,65,1
45,62,1
26,31,1
54,42,1
41,37,0
21,44,0
57,78,1
39,22,1
26,49,0
60,55,1
34,77,1
35,32,1
56,45,1
23,75,1
30,23,1
49,25,1
49,77,1
43,71,1
55,68,1
53,71,1
51,72,1
30,42,0
36,44,0
34,58,1
50,43,1
53,50,1
39,67,1
44,21,1
38,67,1
22,25,1
32,62,1
47,54,1
21,23,1
48,33,1
59,56,1
43,23,1
27,66,1
41,47,0
40,52,0
39,41,0
38,37,0
56,46,1
26,23,1
58,41,1
56,52,1
20,27,1
60,28,1
57,54,1
50,29,1
55,63,1
60,41,1
44,54,0
57,51,1
54,77,1
60,45,1
32,23,1
23,38,0
54,67,1
26,76,1
29,51,0
57,55,1
54,54,1
60,62,1
46,79,1
30,44,0
37,43,0
34,33,1
42,78,1
23,32,1
24,34,1
43,42,0
44,53,0
51,24,1
27,44,0
30,50,0
56,28,1
54,61,1
57,54,1
29,35,0
23,38,0
25,68,1
58,21,1
56,38,1
36,53,0
20,58,1
35,22,1
24,48,0
32,69,1
42,38,0
55,64,1
31,28,1
48,48,1
51,25,1
29,48,0
58,26,1
40,30,1
41,38,0
26,49,0
29,21,1
47,70,1
38,46,0
58,25,1
57,52,1
55,76,1
41,54,0
28,76,1
49,71,1
31,28,1
29,77,1
41,72,1
29,51,0
60,50,1
32,66,1
53,47,1
52,20,1
49,20,1
56,21,1
32,77,1
48,41,1
29,61,1
40,56,1
59,42,1
43,69,1
47,58,1
55,39,1
24,38,0
51,21,1
57,35,1
24,78,1
21,41,0
40,74,1
21,32,1
60,72,1
58,62,1
58,70,1
22,47,0
60,20,1
43,66,1
59,47,1
24,45,0
26,29,1
44,64,1
27,46,0
52,78,1
43,31,1
51,47,1
26,30,1
57,51,1
35,38,0
21,57,1
42,21,1
31,70,1
26,67,1
29,33,1
42,36,0
20,20,1
34,79,1
40,79,1
33,80,1
28,51,0
30,71,1
56,33,1
40,38,0
55,65,1
48,72,1
47,59,1
24,55,0
47,49,1
44,28,1
26,40,0
58,60,1
22,30,1
49,23,1
29,32,1
41,30,1
35,52,0
58,80,1
38,33,1
60,72,1
60,64,1
40,46,0
25,48,0
51,58,1
44,67,1
22,64,1
40,28,1
54,79,1
55,71,1
58,24,1
49,76,1
31,58,1
60,40,1
56,20,1
51,47,1
49,27,1
40,37,0
29,20,1
55,25,1
28,33,1
50,36,1
52,28,1
60,63,1
46,37,1
27,71,1
30,29,1
34,59,1
26,47,0
35,34,1
20,62,1
21,25,1
22,40,0
43,55,0
40,27,1
52,80,1
32,74,1
28,50,0
49,42,1
27,36,0
38,58,1
29,22,1
45,41,0
23,33,1
33,42,0
57,49,1
59,21,1
30,79,1
56,25,1
55,59,1
50,45,1
20,53,0
47,57,1
41,49,0
55,35,1
34,29,1
22,24,1
35,26,1
46,42,1
25,35,0
54,74,1
45,75,1
59,61,1
29,40,0
42,20,1
23,28,1
21,20,1
22,64,1
39,54,0
49,73,1
56,63,1
42,21,1
22,61,1
60,23,1
29,73,1
27,75,1
44,50,0
60,68,1
23,30,1
31,31,1
43,26,1
20,61,1
50,58,1
25,55,0
40,55,0
40,65,1
33,22,1
35,80,1
54,80,1
34,54,0
24,23,1
26,29,1
55,64,1
37,20,1
59,73,1
39,65,1
55,71,1
60,27,1
47,57,1
37,36,0
46,53,1
33,43,0
42,66,1
59,60,1
28,51,0
51,43,1
38,34,1
30,40,0
34,44,0
56,68,1
43,69,1
48,26,1
48,56,1
23,80,1
23,80,1
35,45,0
51,21,1
58,69,1
20,51,0
41,67,1
35,62,1
51,31,1
42,70,1
41,47,0
49,45,1
48,53,1
58,72,1
31,54,0
46,25,1
42,43,0
60,47,1
51,79,1
44,71,1
37,51,0
39,57,1
47,53,1
53,28,1
23,27,1
40,69,1
35,72,1
39,28,1
35,55,0
38,76,1
20,72,1
50,33,1
35,55,0
23,30,1
32,21,1
24,35,0
55,32,1
56,54,1
43,78,1
20,46,0
40,23,1
51,76,1
45,63,1
47,25,1
39,75,1
45,42,0
25,49,0
35,21,1
37,59,1
44,55,0
44,24,1
21,53,0
29,21,1
34,78,1
20,44,0
54,20,1
40,52,0
28,40,0
47,53,1
21,37,0
45,48,0
38,73,1
60,51,1
35,62,1
59,62,1
46,45,1
25,40,0
43,38,0
23,47,0
32,29,1
59,48,1
25,31,1
52,35,1
53,76,1
47,21,1
54,60,1
49,39,1
35,44,0
35,26,1
38,46,0
58,73,1
28,21,1
25,30,1
58,79,1
49,56,1
50,46,1
34,37,0
41,72,1
41,64,1
33,48,0
28,71,1
56,60,1
27,48,0
34,48,0
51,59,1
54,54,1
59,23,1
39,63,1
59,60,1
22,72,1
52,68,1
58,35,1
55,73,1
22,79,1
43,45,0
41,39,0
31,61,1
45,53,0
33,67,1
60,69,1
25,79,1
48,75,1
20,27,1
25,33,1
24,32,1
21,25,1
50,45,1
53,41,1
42,44,0
23,28,1
60,22,1
54,31,1
23,35,0
59,52,1
50,61,1
51,40,1
48,37,1
54,50,1
31,67,1
52,41,1
45,20,1
35,51,0
54,79,1
45,26,1
32,62,1
34,23,1
37,59,1
41,53,0
47,24,1
25,79,1
59,77,1
59,68,1
32,67,1
26,25,1
48,43,1
29,62,1
43,59,1
55,47,1
52,75,1
56,28,1
55,77,1
24,77,1
34,54,0
29,43,0
22,31,1
33,28,1
53,47,1
48,59,1
60,70,1
23,46,0
24,64,1
33,23,1
22,46,0
41,42,0
57,57,1
49,75,1
60,58,1
54,45,1
25,77,1
31,66,1
31,22,1
40,60,1
23,60,1
38,78,1
33,65,1
49,60,1
39,80,1
56,61,1
32,73,1
46,32,1
49,61,1
57,54,1
45,60,1
34,70,1
23,41,0
38,32,1
59,48,1
52,24,1
51,52,1
44,31,1
36,37,0
24,43,0
50,59,1
30,57,1
48,67,1
43,35,0
57,30,1
26,78,1
36,25,1
38,77,1
52,38,1
35,76,1
35,66,1
44,31,1
36,78,1
30,38,0
25,63,1
58,68,1
45,44,0
43,49,0
48,61,1
27,32,1
21,68,1
42,72,1
30,57,1
56,62,1
46,23,1
40,33,1
27,33,1
24,52,0
23,57,1
20,75,1
32,56,1
25,60,1
43,79,1
49,77,1
44,59,1
24,61,1
21,60,1
44,70,1
40,43,0
46,70,1
47,37,1
37,54,0
21,32,1
35,68,1
43,63,1
38,57,1
53,22,1
26,34,1
38,79,1
60,49,1
20,35,0
40,72,1
24,45,0
29,67,1
24,36,0
49,31,1
53,45,1
40,24,1
33,60,1
42,27,1
51,24,1
22,71,1
53,26,1
34,65,1
55,37,1
33,48,0
55,73,1
60,48,1
39,73,1
56,50,1
50,46,1
36,57,1
35,61,1
46,22,1
23,42,0
34,31,1
54,21,1
60,78,1
41,20,1
33,44,0
60,74,1
27,26,1
48,20,1
29,77,1
23,56,1
55,57,1
29,70,1
55,68,1
31,50,0
26,39,0
54,47,1
59,63,1
21,78,1
31,52,0
20,39,0
33,52,0
40,35,0
38,43,0
23,25,1
20,80,1
57,54,1
47,79,1
31,42,0
60,33,1
41,40,0
49,58,1
55,36,1
56,55,1
30,24,1
45,58,1
53,38,1
59,26,1
56,24,1
28,56,1
21,25,1
22,24,1
58,47,1
32,55,0
41,68,1
37,29,1
56,32,1
44,45,0
41,21,1
60,32,1
43,67,1
51,42,1
52,43,1
27,72,1
60,27,1
41,31,1
31,21,1
35,80,1
34,53,0
56,74,1
59,30,1
23,70,1
23,67,1
39,46,0
35,25,1
26,62,1
23,62,1
60,28,1
21,71,1
59,52,1
33,24,1
49,50,1
58,53,1
27,46,0
32,68,1
25,35,0
26,63,1
32,66,1
60,67,1
26,21,1
37,20,1
33,26,1
36,45,0
42,77,1
35,55,0
41,53,0
58,42,1
42,65,1
53,55,1
36,76,1
34,72,1
51,64,1
47,20,1
37,51,0
59,59,1
59,66,1
21,43,0
25,62,1
58,35,1
29,50,0
43,80,1
25,22,1
46,21,1
21,29,1
50,22,1
42,76,1
26,75,1
55,28,1
42,21,1
48,77,1
34,79,1
28,51,0
33,62,1
35,50,0
54,41,1
50,56,1
22,21,1
21,30,1
33,30,1
22,54,0
59,34,1
39,38,0
47,29,1
53,54,1
57,54,1
31,72,1
26,40,0
60,47,1
43,48,0
41,23,1
21,42,0
59,49,1
